Age,DailyRate,DistanceFromHome,Education,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
37,799,1,3,1,2,0,59,3,3,4,1,7491,23848,4,1,0,17,3,4,80,12,4,6,5,1,2,No
46,1034,18,1,1,1,0,86,3,3,3,2,10527,8984,5,1,0,11,3,4,80,28,2,2,2,1,2,No
41,1276,2,5,1,2,0,91,3,4,1,2,16595,5626,7,1,0,16,3,2,80,22,3,18,16,11,8,No
37,142,9,4,1,1,1,69,3,3,2,3,8834,24666,1,1,0,13,3,4,80,9,3,9,5,7,7,No
52,956,6,2,1,4,1,78,3,2,1,3,5577,22087,3,1,1,12,3,2,80,18,3,10,9,6,9,No
32,1474,11,4,1,4,1,60,4,2,3,2,4707,23914,8,1,0,12,3,4,80,6,3,4,2,1,2,Yes
24,535,24,3,1,4,1,38,3,1,4,2,2400,5530,0,1,0,13,3,3,80,3,3,2,2,2,1,No
38,1495,10,3,1,3,0,76,3,2,3,2,9824,22174,3,1,0,19,3,3,80,18,3,1,0,0,0,No
37,446,1,4,1,2,0,65,3,2,2,2,6447,15701,6,1,0,12,3,2,80,8,2,6,5,4,3,No
49,1245,18,4,1,4,1,58,2,5,3,3,19502,2125,1,1,1,17,3,3,80,31,3,31,9,0,9,No
24,691,23,3,1,2,1,89,4,1,4,2,2725,21630,1,1,1,11,3,2,80,6,3,6,5,1,4,No
26,703,28,2,1,1,1,66,3,2,2,2,6272,7428,1,1,0,20,4,4,80,6,4,5,3,1,4,No
24,823,17,2,1,4,1,94,2,1,2,2,2127,9100,1,1,0,21,4,4,80,1,3,1,0,0,0,No
50,1246,3,3,1,1,1,99,3,5,2,2,18200,7999,1,1,0,11,3,3,80,32,3,32,5,10,7,No
25,622,13,1,1,2,1,40,3,1,3,2,2096,26376,1,1,0,11,3,3,80,7,3,7,4,0,6,No
24,1287,7,3,1,1,0,55,3,1,3,2,2886,14168,1,1,1,16,3,4,80,6,3,6,3,1,2,Yes
30,448,12,4,1,2,1,74,2,1,1,2,2033,14470,1,1,0,18,3,3,80,1,4,1,0,0,0,Yes
34,254,1,2,1,2,1,83,2,1,4,2,3622,22794,1,1,1,13,3,4,80,6,3,6,5,1,3,No
31,1365,13,4,1,2,1,46,3,2,1,3,4233,11512,2,1,0,17,3,3,80,9,1,3,1,1,2,Yes
35,538,25,2,1,1,1,54,2,2,4,1,3681,14004,4,1,0,14,3,4,80,9,3,3,2,0,2,No
31,525,6,4,1,1,1,66,4,2,4,3,5460,6219,4,1,0,22,4,4,80,13,4,7,7,5,7,No
27,798,6,4,1,1,0,66,2,1,3,3,2187,5013,0,1,0,12,3,3,80,6,2,5,3,0,3,No
37,558,2,3,1,4,1,75,3,2,3,2,9602,3010,4,1,1,11,3,3,80,17,2,3,0,1,0,No
20,959,1,3,1,4,0,83,2,1,2,1,2836,11757,1,1,0,13,3,4,80,1,4,1,0,0,0,No
42,622,2,4,1,3,0,81,3,2,4,2,4089,5718,1,1,0,13,3,2,80,10,3,10,2,2,2,No
43,782,6,4,1,2,1,50,2,4,4,3,16627,2671,4,1,1,14,3,3,80,21,2,1,0,0,0,No
38,362,1,1,1,3,0,43,3,1,1,1,2619,14561,3,1,0,17,3,4,80,8,2,0,0,0,0,No
43,1001,9,5,1,4,1,72,3,2,3,3,5679,19627,3,1,1,13,3,2,80,10,3,8,7,4,7,No
48,1236,1,4,1,4,0,40,2,4,1,2,15402,17997,7,1,0,11,3,1,80,21,1,3,2,0,2,No
44,1112,1,4,1,1,0,50,2,2,3,1,5985,26894,4,1,0,11,3,2,80,10,4,2,2,0,2,No
34,204,14,3,1,3,0,31,3,1,3,3,2579,2912,1,1,1,18,3,4,80,8,3,8,2,0,6,No
27,1420,2,1,1,3,1,85,3,1,1,3,3041,16346,0,1,0,11,3,2,80,5,3,4,3,0,2,Yes
21,1343,22,1,1,3,1,49,3,1,3,1,3447,24444,1,1,0,11,3,3,80,3,3,3,2,1,2,No
44,1315,3,4,1,4,1,35,3,5,4,2,19513,9358,4,1,1,12,3,1,80,26,4,2,2,0,1,No
22,604,6,1,1,1,1,69,3,1,3,2,2773,12145,0,1,0,20,4,4,80,3,3,2,2,2,2,No
33,1216,8,4,1,3,1,39,3,2,3,3,7104,20431,0,1,0,12,3,4,80,6,3,5,0,1,2,No
32,646,9,4,1,1,0,92,3,2,4,2,6322,18089,1,1,1,12,3,4,80,6,2,6,4,0,5,No
30,160,3,3,1,3,0,71,3,1,3,3,2083,22653,1,1,0,20,4,3,80,1,3,1,0,0,0,No
53,238,1,1,1,4,0,34,3,2,1,1,8381,7507,7,1,0,20,4,4,80,18,4,14,7,8,10,No
34,1397,1,5,1,2,1,42,3,1,4,2,2691,7660,1,1,0,12,3,4,80,10,2,10,9,8,8,No
45,306,26,4,1,1,0,100,3,2,1,2,4286,5630,2,1,0,14,3,4,80,5,3,1,1,0,0,Yes
26,991,6,3,1,3,0,71,3,1,4,2,2659,17759,1,1,1,13,3,3,80,3,3,3,2,0,2,No
37,482,3,3,1,3,1,36,3,3,3,2,9434,9606,1,1,0,15,3,3,80,10,3,10,7,7,8,No
29,1176,3,2,1,2,0,62,3,2,3,2,5561,3487,1,1,0,14,3,1,80,6,2,6,0,1,2,No
35,1017,6,4,1,2,1,82,1,2,4,1,6646,19368,1,1,0,13,3,2,80,17,3,17,11,11,8,No
33,1296,6,3,1,3,1,30,3,2,4,3,7725,5335,3,1,0,23,4,3,80,15,1,13,11,4,7,No
54,397,19,4,1,3,1,88,3,3,2,2,10725,6729,2,1,0,15,3,3,80,16,4,9,7,7,1,No
36,913,9,2,1,2,1,48,2,2,2,3,8847,13934,2,1,1,11,3,3,80,13,3,3,2,0,2,No
27,1115,3,4,1,1,1,54,2,1,4,1,2045,15174,0,1,0,13,3,4,80,5,3,4,2,1,1,No
20,1362,10,1,1,4,1,32,3,1,3,1,1009,26999,1,1,1,11,3,4,80,1,3,1,0,1,1,Yes
33,1076,3,3,1,1,1,70,3,1,1,1,3348,3164,1,1,1,11,3,1,80,10,3,10,8,9,7,Yes
35,727,3,3,1,3,1,41,2,1,3,2,1281,16900,1,1,0,18,3,3,80,1,3,1,0,0,0,No
23,885,4,3,1,1,1,58,4,1,1,2,2819,8544,2,1,0,16,3,1,80,5,4,3,2,0,2,No
25,810,8,3,1,4,1,57,4,2,2,2,4851,15678,0,1,0,22,4,3,80,4,3,3,2,1,2,No
38,243,7,4,1,4,0,46,2,2,4,1,4028,7791,0,1,0,20,4,1,80,8,3,7,7,0,5,No
29,806,1,4,1,2,1,76,1,1,4,3,2720,18959,1,1,0,18,3,4,80,10,3,10,7,2,8,No
48,817,2,1,1,2,1,56,4,2,2,2,8120,18597,3,1,0,12,3,4,80,12,3,2,2,2,2,No
27,1410,3,1,1,4,0,71,4,2,4,3,4647,16673,1,1,1,20,4,2,80,6,3,6,5,0,4,No
37,1225,10,2,1,4,1,80,4,1,4,1,4680,15232,3,1,0,17,3,1,80,4,3,1,0,0,0,No
50,1207,28,1,1,4,1,74,4,1,3,2,3221,3297,1,1,1,11,3,3,80,20,3,20,8,3,8,No
34,1442,9,3,1,4,0,46,2,3,2,1,8621,17654,1,1,0,14,3,2,80,9,4,8,7,7,7,No
24,693,3,2,1,1,0,65,3,2,3,1,4577,24785,9,1,0,14,3,1,80,4,3,2,2,2,0,Yes
39,408,2,4,1,4,0,80,2,2,3,1,4553,20978,1,1,0,11,3,1,80,20,3,20,7,11,10,No
32,929,10,3,1,4,1,55,3,2,4,1,5396,21703,1,1,0,12,3,4,80,10,2,10,7,0,8,No
50,562,8,2,1,2,1,50,3,2,3,2,6796,23452,3,1,1,14,3,1,80,18,3,4,3,1,3,Yes
38,827,1,4,1,2,0,33,4,2,4,1,7625,19383,0,1,0,13,3,3,80,10,2,9,7,1,8,No
27,608,1,2,1,3,0,68,3,3,1,2,7412,6009,1,1,0,11,3,4,80,9,3,9,7,0,7,No
32,1018,3,2,1,3,0,39,3,3,4,1,11159,19373,3,1,0,15,3,4,80,10,3,7,7,7,7,No
47,703,14,4,1,4,1,42,3,2,1,1,4960,11825,2,1,0,12,3,4,80,20,3,7,7,1,7,No
40,580,5,4,1,4,1,48,2,3,1,2,10475,23772,5,1,1,21,4,3,80,20,3,18,13,1,12,No
53,970,7,3,1,3,1,59,4,4,3,2,14814,13514,3,1,0,19,3,3,80,32,3,5,1,1,3,No
41,427,10,4,1,2,1,73,2,5,4,3,19141,8861,3,1,0,15,3,2,80,23,2,21,6,12,6,No
60,1179,16,4,1,1,1,84,3,2,1,1,5405,11924,8,1,0,14,3,4,80,10,3,2,2,2,2,No
27,294,10,2,1,4,1,32,3,3,1,3,8793,4809,1,1,0,21,4,3,80,9,2,9,7,1,7,No
41,314,1,3,1,4,1,59,2,5,3,2,19189,19562,1,1,0,12,3,2,80,22,3,22,7,2,10,No
50,316,8,4,1,4,1,54,3,1,2,2,3875,9983,7,1,0,15,3,4,80,4,3,2,2,2,2,No
28,654,1,2,1,1,0,67,1,1,2,1,2216,3872,7,1,1,13,3,4,80,10,3,7,7,3,7,Yes
36,427,8,3,1,1,0,63,4,3,1,2,11713,20335,9,1,0,14,3,1,80,10,3,8,7,0,5,No
38,168,1,3,1,3,0,81,3,3,3,1,7861,15397,4,1,1,14,3,4,80,10,4,1,0,0,0,No
44,381,24,3,1,1,1,49,1,1,3,1,3708,2104,2,1,0,14,3,3,80,9,3,5,2,1,4,No
47,217,3,3,1,4,0,49,3,4,3,3,13770,10225,9,1,1,12,3,4,80,28,2,22,2,11,13,No
30,501,27,5,1,3,1,99,3,2,4,3,5304,25275,7,1,0,23,4,4,80,10,2,8,7,7,7,No
29,1396,10,3,1,3,1,99,3,1,3,1,2642,2755,1,1,0,11,3,3,80,1,3,1,0,0,0,No
42,933,19,3,1,3,1,57,4,1,3,3,2759,20366,6,1,1,12,3,4,80,7,3,2,2,2,2,Yes
43,775,15,3,1,4,1,47,2,2,4,2,6804,23683,3,1,0,18,3,3,80,7,3,2,2,2,2,No
34,970,8,2,1,2,0,96,3,2,3,1,6142,7360,3,1,0,11,3,4,80,10,3,5,1,4,3,No
23,650,9,1,1,2,1,37,3,1,1,2,2500,4344,1,1,0,14,3,4,80,5,4,4,3,0,2,No
39,141,3,3,1,3,0,44,4,2,2,2,6389,18767,9,1,0,15,3,3,80,12,1,8,3,3,6,No
56,832,9,3,1,3,1,81,3,4,4,2,11103,20420,7,1,0,11,3,3,80,30,2,10,7,1,1,No
40,804,2,1,1,4,0,86,2,1,4,1,2342,22929,0,1,1,20,4,4,80,5,2,4,2,2,3,No
27,975,7,3,1,4,0,55,2,2,1,1,6811,23398,8,1,0,19,3,1,80,9,1,7,6,0,7,No
29,1090,10,3,1,4,1,83,3,1,2,3,2297,17967,1,1,0,14,3,4,80,2,3,2,2,2,2,No
53,346,6,3,1,4,1,86,3,2,4,1,2450,10919,2,1,0,17,3,4,80,19,3,2,2,2,2,No
35,1225,2,4,1,4,0,61,3,2,1,3,5093,4761,2,1,0,11,3,1,80,16,4,1,0,0,0,No
32,430,24,4,1,1,1,80,3,2,4,2,5309,21146,1,1,0,15,3,4,80,10,3,10,8,4,7,No
38,268,2,5,1,4,1,92,3,1,3,2,3057,20471,6,1,1,13,3,2,80,6,1,1,0,0,1,No
34,167,8,5,1,2,0,32,3,2,1,3,5121,4187,3,1,0,14,3,3,80,7,3,0,0,0,0,No
52,621,3,4,1,3,1,31,2,4,1,2,16856,10084,1,1,0,11,3,1,80,34,4,34,6,1,16,No
33,527,1,4,1,4,1,63,3,1,4,1,2686,5207,1,1,1,13,3,3,80,10,2,10,9,7,8,Yes
25,883,26,1,1,3,0,32,3,2,4,1,6180,22807,1,1,0,23,4,2,80,6,2,6,5,1,4,No
45,954,2,2,1,2,1,46,1,2,3,1,6632,12388,0,1,0,13,3,1,80,9,3,8,7,3,1,No
23,310,10,1,1,1,1,79,4,1,3,1,3505,19630,1,1,0,18,3,4,80,2,3,2,2,0,2,No
47,719,27,2,1,2,0,77,4,2,3,1,6397,10339,4,1,1,12,3,4,80,8,3,5,4,1,3,Yes
34,304,2,3,1,4,1,60,3,2,4,1,6274,18686,1,1,0,22,4,3,80,6,3,6,5,1,4,No
55,725,2,3,1,4,1,78,3,5,1,2,19859,21199,5,1,1,13,3,4,80,24,3,5,2,1,4,Yes
36,1434,8,4,1,1,1,76,2,3,1,1,7587,14229,1,1,0,15,3,2,80,10,3,10,7,0,9,No
52,715,19,4,1,4,1,41,3,1,4,2,4258,26589,0,1,0,18,3,1,80,5,3,4,3,1,2,No
26,575,1,2,1,1,0,71,1,1,4,3,4364,5288,3,1,0,14,3,1,80,5,3,2,2,2,0,No
29,657,27,3,1,2,0,66,3,2,3,2,4335,25549,4,1,0,12,3,1,80,11,2,8,7,1,1,No
26,1146,8,3,1,4,1,38,2,2,1,1,5326,3064,6,1,0,17,3,3,80,6,2,4,3,1,2,Yes
34,182,1,4,1,2,0,72,4,1,4,1,3280,13551,2,1,0,16,3,3,80,10,3,4,2,1,3,No
54,376,19,4,1,4,0,95,3,2,1,3,5485,22670,9,1,1,11,3,2,80,9,3,5,3,1,4,No
27,829,8,1,1,3,1,84,3,2,4,2,4342,24008,0,1,0,19,3,2,80,5,3,4,2,1,1,No
37,571,10,1,1,4,0,82,3,1,1,3,2782,19905,0,1,1,13,3,2,80,6,2,5,3,4,3,No
38,240,2,4,1,1,0,75,4,2,1,1,5980,26085,6,1,1,12,3,4,80,17,3,15,7,4,12,No
34,121,2,4,1,3,0,86,2,1,1,1,4381,7530,1,1,0,11,3,3,80,6,3,6,5,1,3,No
35,384,8,4,1,1,0,72,3,1,4,2,2572,20317,1,1,0,16,3,2,80,3,2,3,2,0,2,No
30,921,1,3,1,4,1,38,1,1,3,2,3833,24375,3,1,0,21,4,3,80,7,3,2,2,0,2,No
40,791,2,2,1,3,0,38,4,2,2,2,4244,9931,1,1,0,24,4,4,80,8,3,8,7,3,7,No
34,1111,8,2,1,3,0,93,3,2,1,2,6500,13305,5,1,0,17,3,2,80,6,3,3,2,1,2,No
42,570,8,3,1,2,1,66,3,5,4,3,18430,16225,1,1,0,13,3,2,80,24,2,24,7,14,9,No
23,1243,6,3,1,3,1,63,4,1,1,2,1601,3445,1,1,1,21,4,3,80,1,3,0,0,0,0,Yes
24,1092,9,3,1,3,1,60,2,1,2,3,2694,26551,1,1,0,11,3,3,80,1,3,1,0,0,0,No
52,1325,11,4,1,4,0,82,3,2,3,2,3149,21821,8,1,0,20,4,2,80,9,3,5,2,1,4,No
50,691,2,3,1,3,1,64,3,4,3,2,17639,6881,5,1,0,16,3,4,80,30,3,4,3,0,3,No
29,805,1,2,1,2,0,36,2,1,1,2,2319,6689,1,1,1,11,3,4,80,1,3,1,0,0,0,Yes
33,213,7,3,1,3,1,49,3,3,3,2,11691,25995,0,1,0,11,3,4,80,14,4,13,9,3,7,No
33,118,16,3,1,1,0,69,3,2,1,1,5324,26507,5,1,0,15,3,3,80,6,3,3,2,0,2,Yes
47,202,2,2,1,3,0,33,3,4,4,2,16752,12982,1,1,1,11,3,3,80,26,2,26,14,3,0,No
36,676,1,3,1,3,0,35,3,2,2,2,5228,23361,0,1,0,15,3,1,80,10,3,9,7,0,5,No
29,1252,23,2,1,3,1,81,4,1,3,2,2700,23779,1,1,0,24,4,3,80,10,3,10,7,0,7,No
58,286,2,4,1,4,1,31,3,5,2,1,19246,25761,7,1,1,12,3,4,80,40,3,31,15,13,8,Yes
35,1258,1,4,1,4,0,40,4,1,3,1,2506,13301,3,1,0,13,3,3,80,7,3,2,2,2,2,No
42,932,1,2,1,4,0,43,2,2,4,2,6062,4051,9,1,1,13,3,4,80,8,3,4,3,0,2,No
28,890,2,4,1,3,1,46,3,1,3,1,4382,16374,6,1,0,17,3,4,80,5,2,2,2,2,1,Yes
36,1041,13,3,1,3,1,36,3,1,2,2,2143,25527,4,1,0,13,3,2,80,8,3,5,2,0,4,No
32,859,4,3,1,3,0,98,2,2,3,2,6162,19124,1,1,0,12,3,3,80,14,3,14,13,6,8,No
40,720,16,4,1,1,1,51,2,2,3,1,5094,11983,6,1,0,14,3,4,80,10,3,1,0,0,0,No
30,946,2,3,1,3,0,52,2,2,4,1,6877,20234,5,1,1,24,4,2,80,12,2,0,0,0,0,No
45,252,2,3,1,2,0,95,2,1,3,1,2274,6153,1,1,0,14,3,4,80,1,3,1,0,0,0,No
42,933,29,3,1,2,1,98,3,2,2,2,4434,11806,1,1,0,13,3,4,80,10,2,9,8,7,8,No
38,471,12,3,1,1,1,45,2,2,1,3,6288,4284,2,1,0,15,3,3,80,13,2,4,3,1,2,No
34,702,16,4,1,3,0,100,2,1,4,1,2553,8306,1,1,0,16,3,3,80,6,3,5,2,1,3,No
49,1184,11,3,1,3,0,43,3,3,4,2,7654,5860,1,1,0,18,3,1,80,9,4,9,8,7,7,Yes
55,436,2,1,1,3,1,37,3,2,4,1,5160,21519,4,1,0,16,3,3,80,12,2,9,7,7,3,Yes
43,589,14,2,1,2,1,94,3,4,1,2,17159,5200,6,1,0,24,4,3,80,22,3,4,1,1,0,No
27,269,5,1,1,3,1,42,2,3,4,3,12808,8842,1,1,1,16,3,2,80,9,3,9,8,0,8,No
35,950,7,3,1,3,1,59,3,3,3,1,10221,18869,3,1,0,21,4,2,80,17,4,8,5,1,6,No
28,760,2,4,1,2,0,81,3,2,2,2,4779,3698,1,1,1,20,4,1,80,8,3,8,7,7,5,No
34,829,3,2,1,3,1,88,3,1,4,2,3737,2243,0,1,0,19,3,3,80,4,1,3,2,0,2,No
26,887,5,2,1,3,0,88,2,1,3,2,2366,20898,1,1,1,14,3,1,80,8,3,8,7,1,7,Yes
27,443,3,3,1,4,1,50,3,1,4,2,1706,16571,1,1,0,11,3,3,80,0,2,0,0,0,0,No
51,1318,26,4,1,1,0,66,3,4,3,2,16307,5594,2,1,0,14,3,3,80,29,2,20,6,4,17,No
44,625,4,3,1,4,1,50,3,2,2,1,5933,5197,9,1,0,12,3,4,80,10,2,5,2,2,3,No
25,180,2,1,1,1,1,65,4,1,1,1,3424,21632,7,1,0,13,3,3,80,6,2,4,3,0,1,No
33,586,1,3,1,1,1,48,4,2,1,3,4037,21816,1,1,0,22,4,1,80,9,3,9,8,0,8,No
35,1343,27,1,1,3,0,53,2,1,1,1,2559,17852,1,1,0,11,3,4,80,6,2,6,5,1,1,No
36,928,1,2,1,2,1,56,3,2,4,2,6201,2823,1,1,1,14,3,4,80,18,2,18,14,4,11,No
32,117,13,4,1,2,1,73,3,2,4,3,4403,9250,2,1,0,11,3,3,80,8,2,5,2,0,3,No
30,1012,5,4,1,2,1,75,2,1,4,3,3761,2373,9,1,0,12,3,2,80,10,2,5,4,0,3,No
53,661,7,2,1,1,0,78,2,3,4,2,10934,20715,7,1,1,18,3,4,80,35,3,5,2,0,4,No
45,930,9,3,1,4,1,74,3,3,1,3,10761,19239,4,1,1,12,3,3,80,18,3,5,4,0,2,No
32,638,8,2,1,3,0,91,4,2,3,2,5175,22162,5,1,0,12,3,3,80,9,2,5,3,1,3,No
52,890,25,4,1,3,0,81,2,4,4,2,13826,19028,3,1,0,22,4,3,80,31,3,9,8,0,0,No
37,342,16,4,1,4,1,66,2,2,3,3,6334,24558,4,1,0,19,3,4,80,9,3,1,0,0,0,No
28,1169,8,2,1,2,1,63,2,1,4,3,4936,23965,1,1,0,13,3,4,80,6,3,5,1,0,4,No
22,1230,1,2,1,4,1,33,2,2,4,2,4775,19146,6,1,0,22,4,1,80,4,1,2,2,2,2,No
44,986,8,4,1,1,1,62,4,1,4,2,2818,5044,2,1,1,24,4,3,80,10,2,3,2,0,2,No
42,1271,2,1,1,2,1,35,3,1,4,1,2515,9068,5,1,1,14,3,4,80,8,3,2,1,2,2,No
36,1278,8,3,1,1,1,77,2,1,1,2,2342,8635,0,1,0,21,4,3,80,6,3,5,4,0,3,No
25,141,3,1,1,3,1,98,3,2,1,2,4194,14363,1,1,1,18,3,4,80,5,3,5,3,0,3,No
35,607,9,3,1,4,0,66,2,3,3,2,10685,23457,1,1,1,20,4,2,80,17,3,17,14,5,15,No
35,130,25,4,1,4,0,96,3,1,2,3,2022,16612,1,1,1,19,3,1,80,10,2,10,2,7,8,Yes
32,300,1,3,1,4,1,61,3,1,4,3,2314,9148,0,1,0,12,3,2,80,4,3,3,0,0,2,No
25,583,4,1,1,3,1,87,2,2,1,2,4256,18154,1,1,0,12,3,1,80,5,4,5,2,0,3,No
49,1418,1,3,1,3,0,36,3,1,1,2,3580,10554,2,1,0,16,3,2,80,7,3,4,2,0,2,No
24,1269,4,1,1,1,1,46,2,1,4,2,3162,10778,0,1,0,17,3,4,80,6,2,5,2,3,4,No
32,379,5,2,1,2,1,48,3,2,2,2,6524,8891,1,1,0,14,3,4,80,10,3,10,8,5,3,No
38,395,9,3,1,2,1,98,2,1,2,2,2899,12102,0,1,0,19,3,4,80,3,3,2,2,1,2,No
42,1265,3,3,1,3,0,95,4,2,4,2,5231,23726,2,1,1,13,3,2,80,17,2,5,3,1,3,No
31,1222,11,4,1,4,1,48,3,1,4,2,2356,14871,3,1,1,19,3,2,80,8,3,6,4,0,2,No
29,341,1,3,1,2,0,48,2,1,3,3,2800,23522,6,1,1,19,3,3,80,5,3,3,2,0,2,Yes
53,868,8,3,1,1,1,73,3,4,4,2,11836,22789,5,1,0,14,3,3,80,28,3,2,0,2,2,No
35,672,25,3,1,4,1,78,2,3,2,2,10903,9129,3,1,0,16,3,1,80,16,3,13,10,4,8,No
37,1231,21,2,1,3,0,54,3,1,4,2,2973,21222,5,1,0,15,3,2,80,10,3,5,4,0,0,No
53,102,23,4,1,4,0,72,3,4,4,1,14275,20206,6,1,0,18,3,3,80,33,3,12,9,3,8,No
43,422,1,3,1,4,0,33,3,2,4,2,5562,21782,4,1,0,13,3,2,80,12,2,5,2,2,2,No
47,249,2,2,1,3,0,35,3,2,4,2,4537,17783,0,1,1,22,4,1,80,8,3,7,6,7,7,No
37,1252,19,2,1,1,1,32,3,3,2,1,7642,4814,1,1,1,13,3,4,80,10,3,10,0,0,9,No
50,881,2,4,1,1,1,98,3,4,1,3,17924,4544,1,1,0,11,3,4,80,31,3,31,6,14,7,No
39,1383,2,3,1,4,0,42,2,2,4,2,5204,7790,8,1,0,11,3,3,80,13,3,5,4,0,4,No
33,1075,3,2,1,4,1,57,3,1,2,3,2277,22650,3,1,1,11,3,3,80,7,4,4,3,0,3,No
32,374,25,4,1,1,1,87,3,1,4,1,2795,18016,1,1,1,24,4,3,80,1,1,1,0,0,1,Yes
29,1086,7,1,1,1,0,62,2,1,4,3,2532,6054,6,1,0,14,3,3,80,8,3,4,3,0,3,No
44,661,9,2,1,2,1,61,3,1,1,2,2559,7508,1,1,1,13,3,4,80,8,3,8,7,7,1,No
28,821,5,4,1,1,1,98,3,2,4,1,4908,24252,1,1,0,14,3,2,80,4,3,4,2,0,2,No
58,781,2,1,1,4,1,57,2,1,4,3,2380,13384,9,1,1,14,3,4,80,3,2,1,0,0,0,Yes
43,177,8,3,1,1,0,55,3,2,2,3,4765,23814,4,1,0,21,4,3,80,4,4,1,0,0,0,No
20,500,2,3,1,3,0,49,2,1,3,1,2044,22052,1,1,0,13,3,4,80,2,2,2,2,0,2,Yes
21,1427,18,1,1,4,0,65,3,1,4,1,2693,8870,1,1,0,19,3,1,80,1,2,1,0,0,0,Yes
36,1425,14,1,1,3,1,68,3,2,4,2,6586,4821,0,1,1,17,3,1,80,17,2,16,8,4,11,No
47,1454,2,4,1,4,0,65,2,1,4,1,3294,13137,1,1,1,18,3,1,80,3,2,3,2,1,2,No
22,617,3,1,1,2,0,34,3,2,3,2,4171,10022,0,1,1,19,3,1,80,4,4,3,2,0,2,Yes
41,1085,2,4,1,2,0,57,1,1,4,3,2778,17725,4,1,1,13,3,3,80,10,2,7,7,1,0,Yes
28,995,9,3,1,3,0,77,3,1,3,3,2377,9834,5,1,0,18,3,2,80,6,3,2,2,2,2,No
39,1122,6,3,1,4,1,70,3,1,1,2,2404,4303,7,1,1,21,4,4,80,8,1,2,2,2,2,Yes
27,618,4,3,1,2,0,76,3,1,3,1,2318,17808,1,1,0,19,3,3,80,1,3,1,1,0,0,No
34,546,10,3,1,2,1,83,3,1,2,3,2008,6896,1,1,0,14,3,2,80,1,3,1,0,1,0,No
42,462,14,2,1,3,0,68,2,2,3,1,6244,7824,7,1,0,17,3,1,80,10,3,5,4,0,3,No
33,1198,1,4,1,3,1,100,2,1,1,1,2799,3339,3,1,1,11,3,2,80,6,3,3,2,0,2,No
58,1272,5,3,1,3,0,37,2,3,2,3,10552,9255,2,1,1,13,3,4,80,24,3,6,0,0,4,No
31,154,7,4,1,2,1,41,2,1,3,2,2329,11737,3,1,0,15,3,2,80,13,4,7,7,5,2,No
35,1137,21,1,1,4,0,51,3,2,4,2,4014,19170,1,1,1,25,4,4,80,10,1,10,6,0,7,No
49,527,8,2,1,1,0,51,3,3,2,2,7403,22477,4,1,0,11,3,3,80,29,2,26,9,1,7,No
48,1469,20,4,1,4,1,51,3,1,3,2,2259,5543,4,1,0,17,3,1,80,13,2,0,0,0,0,No
31,1188,20,2,1,4,0,45,3,2,3,2,6932,24406,1,1,0,13,3,4,80,9,2,9,8,0,0,No
36,188,7,4,1,2,1,65,3,1,4,1,4678,23293,2,1,0,18,3,3,80,8,3,6,2,0,1,No
38,1333,1,3,1,4,0,80,3,3,1,2,13582,16292,1,1,0,13,3,2,80,15,3,15,12,5,11,No
32,1184,1,3,1,3,0,70,2,1,2,2,2332,3974,6,1,0,20,4,3,80,5,3,3,0,0,2,No
25,867,19,2,1,3,1,36,2,1,2,2,2413,18798,1,1,1,18,3,3,80,1,3,1,0,0,0,Yes
40,658,10,4,1,1,1,67,2,3,2,3,9705,20652,2,1,0,12,3,2,80,11,2,1,0,0,0,No
26,1283,1,3,1,3,1,52,2,2,1,1,4294,11148,1,1,0,12,3,2,80,7,3,7,7,0,7,No
41,263,6,3,1,4,1,59,3,1,1,1,4721,3119,2,1,1,13,3,3,80,20,3,18,13,2,17,No
36,938,2,4,1,3,1,79,3,1,3,1,2519,12287,4,1,0,21,4,3,80,16,3,11,8,3,9,No
19,419,21,3,1,4,1,37,2,1,2,1,2121,9947,1,1,1,13,3,2,80,1,4,1,0,0,0,Yes
20,129,4,3,1,1,1,84,3,1,1,1,2973,13008,1,1,0,19,3,2,80,1,3,1,0,0,0,Yes
31,616,12,3,1,4,0,41,3,2,4,2,5855,17369,0,1,1,11,3,3,80,10,1,9,7,8,5,No
40,1469,9,4,1,4,1,35,3,1,2,3,3617,25063,8,1,1,14,3,4,80,3,3,1,1,0,0,No
32,498,3,4,1,3,0,93,3,2,1,2,6725,13554,1,1,0,12,3,3,80,8,4,8,7,6,3,No
36,530,3,1,1,3,1,51,2,3,4,2,10325,5518,1,1,1,11,3,1,80,16,3,16,7,3,7,Yes
33,1069,1,3,1,2,0,42,2,2,4,1,6949,12291,0,1,0,14,3,1,80,6,3,5,0,1,4,No
37,625,1,4,1,1,1,46,2,3,3,2,10609,14922,5,1,0,11,3,3,80,17,1,14,1,11,7,Yes
45,805,4,2,1,3,1,57,3,2,2,2,4447,23163,1,1,0,12,3,2,80,9,2,9,7,0,8,No
29,1404,20,3,1,3,0,84,3,1,4,2,2157,18203,1,1,0,15,3,2,80,3,3,3,1,0,2,No
